id_cliente,fecha_actualizacion,tipo_empleo,empresa,sector_economico,cargo,antiguedad_meses,ingreso_mensual,tipo_contrato,ciudad,estado_empleo
C00814,2026-03-16,DEPENDIENTE,Empresa 121,Educacion,Comerciante,110,9379.83,PLAZO_FIJO,La Paz,ACTIVO
C00815,2026-06-15,INDEPENDIENTE,Actividad independiente,Tecnologia,Profesional independiente,108,9733.81,INDEPENDIENTE,Sucre,ACTIVO
C00816,2026-08-18,INDEPENDIENTE,Actividad independiente,Salud,Comerciante,120,6301.03,INDEPENDIENTE,Santa Cruz,ACTIVO
C00817,2026-04-01,DEPENDIENTE,Empresa 251,Salud,Analista,76,14431.12,PLAZO_FIJO,Sucre,INACTIVO
C00818,2026-08-03,DEPENDIENTE,Empresa 279,Construccion,Gerente,185,10797.41,INDEFINIDO,Santa Cruz,ACTIVO
C00819,2026-02-17,DEPENDIENTE,Empresa 478,Educacion,Contador,150,4460.34,PLAZO_FIJO,Tarija,ACTIVO
C00820,2026-09-07,INDEPENDIENTE,Actividad independiente,Construccion,Profesional independiente,40,7161.44,INDEPENDIENTE,Tarija,ACTIVO
C00821,2026-08-31,JUBILADO,Sistema de Pensiones,Transporte,Jubilado,130,7425.92,JUBILACION,Cochabamba,ACTIVO
C00822,2026-05-02,JUBILADO,Sistema de Pensiones,Salud,Jubilado,168,6997.07,JUBILACION,Potosi,INACTIVO
C00823,2026-06-26,DEPENDIENTE,Empresa 446,Comercio,Vendedor,207,11261.09,INDEFINIDO,Oruro,ACTIVO
C00824,2026-06-08,DEPENDIENTE,Empresa 511,Educacion,Analista,144,4311.58,TEMPORAL,Sucre,ACTIVO
C00825,2026-07-20,DEPENDIENTE,Empresa 327,Salud,Tecnico,167,5524.82,TEMPORAL,Santa Cruz,ACTIVO
C00826,2026-04-11,DEPENDIENTE,Empresa 624,Educacion,Supervisor,176,12909.15,PLAZO_FIJO,Sucre,ACTIVO
C00827,2026-07-03,DEPENDIENTE,Empresa 251,Industria,Administrador,235,12834.88,INDEFINIDO,Cochabamba,ACTIVO
C00828,2026-05-24,DEPENDIENTE,Empresa 995,Comercio,Vendedor,92,7275.32,PLAZO_FIJO,Santa Cruz,ACTIVO
C00829,2026-07-06,DEPENDIENTE,Empresa 925,Industria,Gerente,208,9358.82,PLAZO_FIJO,Oruro,ACTIVO
C00830,2026-05-02,DEPENDIENTE,Empresa 410,Servicios,Asistente,156,3834.21,TEMPORAL,Cochabamba,ACTIVO
C00831,2026-06-13,JUBILADO,Sistema de Pensiones,Salud,Jubilado,25,2245.01,JUBILACION,Sucre,ACTIVO
C00832,2026-08-02,DEPENDIENTE,Empresa 290,Industria,Asistente,196,16680.52,TEMPORAL,Cochabamba,ACTIVO
C00833,2026-07-09,DEPENDIENTE,Empresa 672,Transporte,Vendedor,216,11570.73,PLAZO_FIJO,Santa Cruz,ACTIVO
C00834,2026-02-01,DEPENDIENTE,Empresa 583,Salud,Comerciante,79,17318.41,PLAZO_FIJO,Sucre,ACTIVO
C00835,2026-09-06,EMPRESARIO,Empresa PYME 604,Comercio,Director,10,7983.87,PROPIETARIO,Tarija,ACTIVO
C00836,2026-05-02,DEPENDIENTE,Empresa 802,Comercio,Comerciante,114,15959.36,TEMPORAL,Cochabamba,ACTIVO
C00837,2026-04-29,DEPENDIENTE,Empresa 427,Construccion,Gerente,44,11515.64,PLAZO_FIJO,Cochabamba,ACTIVO
C00838,2026-03-16,DEPENDIENTE,Empresa 149,Salud,Ingeniero,165,16637.62,PLAZO_FIJO,Tarija,ACTIVO
C00839,2026-06-03,DEPENDIENTE,Empresa 196,Construccion,Especialista,199,12234.46,INDEFINIDO,Tarija,ACTIVO
C00840,2026-06-26,DEPENDIENTE,Empresa 814,Tecnologia,Comerciante,207,7166.62,TEMPORAL,La Paz,ACTIVO
C00841,2026-07-19,DEPENDIENTE,Empresa 481,Transporte,Contador,6,4622.72,INDEFINIDO,Sucre,ACTIVO
C00842,2026-02-18,EMPRESARIO,Empresa PYME 951,Servicios,Propietario,58,8863.87,PROPIETARIO,Tarija,ACTIVO
C00843,2026-01-20,JUBILADO,Sistema de Pensiones,Comercio,Jubilado,109,5331.34,JUBILACION,Potosi,ACTIVO
C00844,2026-04-24,DEPENDIENTE,Empresa 936,Agricultura,Gerente,82,13211.29,PLAZO_FIJO,Tarija,ACTIVO
C00845,2026-02-02,DEPENDIENTE,Empresa 327,Construccion,Supervisor,80,2945.77,TEMPORAL,Oruro,ACTIVO
C00846,2026-01-29,DEPENDIENTE,Empresa 902,Comercio,Especialista,23,9084.48,INDEFINIDO,La Paz,ACTIVO
C00847,2026-05-12,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,53,3847.72,INDEPENDIENTE,La Paz,ACTIVO
C00848,2026-01-25,EMPRESARIO,Empresa PYME 872,Comercio,Propietario,19,12541.15,PROPIETARIO,Tarija,ACTIVO
C00849,2026-08-05,EMPRESARIO,Empresa PYME 249,Salud,Propietario,174,13788.34,PROPIETARIO,Tarija,ACTIVO
C00850,2026-05-26,DEPENDIENTE,Empresa 617,Comercio,Asistente,202,13792.59,TEMPORAL,La Paz,ACTIVO
C00851,2026-02-13,INDEPENDIENTE,Actividad independiente,Servicios,Consultor,186,4894.34,INDEPENDIENTE,La Paz,INACTIVO
C00852,2026-04-04,DEPENDIENTE,Empresa 586,Agricultura,Director,238,10315.03,INDEFINIDO,Santa Cruz,ACTIVO
C00853,2026-04-08,JUBILADO,Sistema de Pensiones,Industria,Jubilado,216,4612.79,JUBILACION,Santa Cruz,ACTIVO
C00854,2026-05-07,DEPENDIENTE,Empresa 239,Tecnologia,Tecnico,34,9721.48,PLAZO_FIJO,Oruro,ACTIVO
C00855,2026-03-14,INDEPENDIENTE,Actividad independiente,Transporte,Consultor,86,8671.41,INDEPENDIENTE,Tarija,ACTIVO
C00856,2026-08-07,INDEPENDIENTE,Actividad independiente,Industria,Consultor,60,9423.95,INDEPENDIENTE,Santa Cruz,ACTIVO
C00857,2026-05-06,EMPRESARIO,Empresa PYME 790,Comercio,Propietario,176,14186.03,PROPIETARIO,Sucre,ACTIVO
C00858,2026-06-27,INDEPENDIENTE,Actividad independiente,Agricultura,Consultor,33,4292.09,INDEPENDIENTE,La Paz,ACTIVO
C00859,2026-02-21,EMPRESARIO,Empresa PYME 446,Agricultura,Propietario,19,14092.75,PROPIETARIO,Potosi,INACTIVO
C00860,2026-07-16,DEPENDIENTE,Empresa 830,Agricultura,Especialista,188,10236.21,PLAZO_FIJO,Tarija,ACTIVO
C00861,2026-09-01,INDEPENDIENTE,Actividad independiente,Industria,Profesional independiente,94,8447.83,INDEPENDIENTE,Sucre,ACTIVO
C00862,2026-03-01,DEPENDIENTE,Empresa 609,Construccion,Vendedor,30,4393.95,PLAZO_FIJO,La Paz,ACTIVO
C00863,2026-06-04,DEPENDIENTE,Empresa 491,Tecnologia,Gerente,130,13010.67,INDEFINIDO,Santa Cruz,ACTIVO
C00864,2026-07-22,INDEPENDIENTE,Actividad independiente,Transporte,Consultor,172,11895.12,INDEPENDIENTE,Santa Cruz,ACTIVO
C00865,2026-05-19,DEPENDIENTE,Empresa 980,Servicios,Especialista,69,10907.79,TEMPORAL,La Paz,INACTIVO
C00866,2026-03-22,DEPENDIENTE,Empresa 560,Industria,Administrador,228,16681.56,PLAZO_FIJO,Sucre,ACTIVO
C00867,2026-02-12,DEPENDIENTE,Empresa 823,Transporte,Contador,171,15835.59,TEMPORAL,Sucre,ACTIVO
C00868,2026-05-06,INDEPENDIENTE,Actividad independiente,Servicios,Profesional independiente,198,3867.27,INDEPENDIENTE,Oruro,ACTIVO
C00869,2026-03-09,DEPENDIENTE,Empresa 500,Transporte,Analista,221,4922.82,TEMPORAL,Tarija,INACTIVO
C00870,2026-01-08,DEPENDIENTE,Empresa 162,Agricultura,Ingeniero,199,17655.64,PLAZO_FIJO,La Paz,ACTIVO
C00871,2026-04-08,DEPENDIENTE,Empresa 449,Comercio,Comerciante,152,2916.95,TEMPORAL,Sucre,ACTIVO
C00872,2026-06-15,DEPENDIENTE,Empresa 340,Salud,Asistente,17,12749.22,PLAZO_FIJO,Tarija,ACTIVO
C00873,2026-05-18,INDEPENDIENTE,Actividad independiente,Tecnologia,Comerciante,32,6719.93,INDEPENDIENTE,La Paz,ACTIVO
C00874,2026-01-06,EMPRESARIO,Empresa PYME 702,Tecnologia,Director,71,5510.06,PROPIETARIO,Sucre,ACTIVO
C00875,2026-02-22,DEPENDIENTE,Empresa 791,Tecnologia,Director,209,10069.56,INDEFINIDO,Sucre,ACTIVO
C00876,2026-09-06,INDEPENDIENTE,Actividad independiente,Industria,Consultor,45,10185.35,INDEPENDIENTE,Santa Cruz,ACTIVO
C00877,2026-03-09,EMPRESARIO,Empresa PYME 394,Banca,Propietario,218,26258.36,PROPIETARIO,Cochabamba,INACTIVO
C00878,2026-08-05,DEPENDIENTE,Empresa 834,Agricultura,Supervisor,162,14014.76,INDEFINIDO,La Paz,ACTIVO
C00879,2026-03-30,DEPENDIENTE,Empresa 314,Comercio,Administrador,208,10731.49,TEMPORAL,Oruro,ACTIVO
C00880,2026-04-17,DEPENDIENTE,Empresa 304,Industria,Ingeniero,113,12783.58,PLAZO_FIJO,Cochabamba,ACTIVO
C00881,2026-05-13,DEPENDIENTE,Empresa 820,Construccion,Comerciante,49,16153.9,TEMPORAL,Tarija,ACTIVO
C00882,2026-07-27,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,71,14214.54,INDEPENDIENTE,Potosi,ACTIVO
C00883,2026-04-04,DEPENDIENTE,Empresa 305,Transporte,Tecnico,189,12214.76,TEMPORAL,Santa Cruz,ACTIVO
C00884,2026-08-09,INDEPENDIENTE,Actividad independiente,Comercio,Consultor,219,7942.36,INDEPENDIENTE,Oruro,ACTIVO
C00885,2026-03-02,DEPENDIENTE,Empresa 715,Industria,Comerciante,168,4989.06,PLAZO_FIJO,Santa Cruz,ACTIVO
C00886,2026-05-24,DEPENDIENTE,Empresa 597,Industria,Vendedor,207,15322.05,INDEFINIDO,Sucre,ACTIVO
C00887,2026-07-25,DEPENDIENTE,Empresa 908,Salud,Contador,72,4614.67,INDEFINIDO,Oruro,ACTIVO
C00888,2026-01-15,INDEPENDIENTE,Actividad independiente,Comercio,Comerciante,187,8573.02,INDEPENDIENTE,Cochabamba,ACTIVO
C00889,2026-04-12,EMPRESARIO,Empresa PYME 192,Construccion,Gerente,232,14085.86,PROPIETARIO,Santa Cruz,ACTIVO
C00890,2026-09-01,INDEPENDIENTE,Actividad independiente,Servicios,Profesional independiente,136,10802.71,INDEPENDIENTE,Cochabamba,ACTIVO
C00891,2026-08-02,DEPENDIENTE,Empresa 437,Agricultura,Ingeniero,34,14484.46,TEMPORAL,Oruro,ACTIVO
C00892,2026-02-14,INDEPENDIENTE,Actividad independiente,Educacion,Comerciante,111,5225.1,INDEPENDIENTE,Cochabamba,ACTIVO
C00893,2026-08-31,DEPENDIENTE,Empresa 816,Comercio,Ingeniero,17,10100.56,TEMPORAL,Cochabamba,ACTIVO
C00894,2026-05-02,DEPENDIENTE,Empresa 471,Tecnologia,Gerente,74,16131.22,INDEFINIDO,Potosi,ACTIVO
C00895,2026-06-26,INDEPENDIENTE,Actividad independiente,Educacion,Comerciante,218,11743.12,INDEPENDIENTE,Cochabamba,ACTIVO
C00896,2026-05-17,DEPENDIENTE,Empresa 224,Educacion,Comerciante,95,16498.94,TEMPORAL,Potosi,ACTIVO
C00897,2026-01-24,DEPENDIENTE,Empresa 408,Educacion,Contador,240,17658.89,PLAZO_FIJO,Cochabamba,ACTIVO
C00898,2026-07-22,EMPRESARIO,Empresa PYME 516,Banca,Gerente,164,12929.61,PROPIETARIO,Cochabamba,ACTIVO
C00899,2026-04-19,EMPRESARIO,Empresa PYME 834,Comercio,Director,123,23423.55,PROPIETARIO,Potosi,ACTIVO
C00900,2026-05-21,DEPENDIENTE,Empresa 932,Tecnologia,Director,93,9023.49,INDEFINIDO,Sucre,ACTIVO
C00901,2026-02-04,INDEPENDIENTE,Actividad independiente,Banca,Profesional independiente,164,8042.56,INDEPENDIENTE,Sucre,ACTIVO
C00902,2026-07-02,DEPENDIENTE,Empresa 628,Construccion,Asistente,24,4217.84,TEMPORAL,Potosi,ACTIVO
C00903,2026-03-08,DEPENDIENTE,Empresa 236,Construccion,Director,118,9914.66,PLAZO_FIJO,Oruro,ACTIVO
C00904,2026-04-11,DEPENDIENTE,Empresa 286,Industria,Ingeniero,53,3808.18,PLAZO_FIJO,Potosi,ACTIVO
C00905,2026-02-28,DEPENDIENTE,Empresa 741,Comercio,Consultor,239,11157.21,INDEFINIDO,Sucre,ACTIVO
C00906,2026-06-03,INDEPENDIENTE,Actividad independiente,Salud,Consultor,15,7512.94,INDEPENDIENTE,Santa Cruz,ACTIVO
C00907,2026-07-17,DEPENDIENTE,Empresa 545,Transporte,Tecnico,33,2718.78,TEMPORAL,Potosi,ACTIVO
C00908,2026-03-15,DEPENDIENTE,Empresa 372,Transporte,Especialista,55,5453.43,TEMPORAL,Sucre,ACTIVO
C00909,2026-04-18,EMPRESARIO,Empresa PYME 293,Construccion,Gerente,213,12074.18,PROPIETARIO,Sucre,ACTIVO
C00910,2026-05-30,DEPENDIENTE,Empresa 478,Transporte,Asistente,63,12074.04,PLAZO_FIJO,La Paz,ACTIVO
C00911,2026-04-09,DEPENDIENTE,Empresa 830,Industria,Asistente,180,8662.1,PLAZO_FIJO,Oruro,ACTIVO
C00912,2026-08-21,DEPENDIENTE,Empresa 582,Tecnologia,Asistente,18,3307.75,TEMPORAL,Tarija,ACTIVO
C00913,2026-06-08,JUBILADO,Sistema de Pensiones,Industria,Jubilado,4,3924.87,JUBILACION,Cochabamba,INACTIVO
C00914,2026-02-15,INDEPENDIENTE,Actividad independiente,Salud,Profesional independiente,231,9494.5,INDEPENDIENTE,Santa Cruz,ACTIVO
C00915,2026-07-01,JUBILADO,Sistema de Pensiones,Servicios,Jubilado,36,2809.61,JUBILACION,Sucre,ACTIVO
C00916,2026-04-03,DEPENDIENTE,Empresa 865,Industria,Contador,35,10237.76,INDEFINIDO,Cochabamba,ACTIVO
C00917,2026-07-08,DEPENDIENTE,Empresa 423,Transporte,Gerente,135,7351.66,PLAZO_FIJO,Potosi,INACTIVO
C00918,2026-02-08,DEPENDIENTE,Empresa 293,Banca,Analista,165,14872.41,TEMPORAL,Santa Cruz,ACTIVO
C00919,2026-01-11,DEPENDIENTE,Empresa 606,Transporte,Supervisor,183,9740.56,INDEFINIDO,Cochabamba,INACTIVO
C00920,2026-02-07,DEPENDIENTE,Empresa 987,Comercio,Director,129,4243.61,PLAZO_FIJO,Cochabamba,ACTIVO
C00921,2026-03-11,EMPRESARIO,Empresa PYME 942,Agricultura,Gerente,216,9207.38,PROPIETARIO,Oruro,ACTIVO
C00922,2026-08-24,DEPENDIENTE,Empresa 526,Comercio,Gerente,137,14386.14,INDEFINIDO,Santa Cruz,ACTIVO
C00923,2026-02-01,INDEPENDIENTE,Actividad independiente,Industria,Profesional independiente,9,6053.52,INDEPENDIENTE,Cochabamba,ACTIVO
C00924,2026-04-28,JUBILADO,Sistema de Pensiones,Transporte,Jubilado,42,2396.35,JUBILACION,Sucre,ACTIVO
C00925,2026-06-09,DEPENDIENTE,Empresa 771,Transporte,Analista,4,7606.12,TEMPORAL,Cochabamba,INACTIVO
C00926,2026-07-25,JUBILADO,Sistema de Pensiones,Salud,Jubilado,57,8070.3,JUBILACION,Cochabamba,ACTIVO
C00927,2026-03-03,INDEPENDIENTE,Actividad independiente,Industria,Comerciante,26,7485.73,INDEPENDIENTE,La Paz,ACTIVO
C00928,2026-09-02,DEPENDIENTE,Empresa 870,Construccion,Comerciante,202,8737.14,PLAZO_FIJO,La Paz,ACTIVO
C00929,2026-04-02,INDEPENDIENTE,Actividad independiente,Comercio,Comerciante,234,11062.02,INDEPENDIENTE,Potosi,ACTIVO
C00930,2026-06-03,DEPENDIENTE,Empresa 676,Industria,Contador,229,8515.39,PLAZO_FIJO,La Paz,ACTIVO
C00931,2026-01-11,INDEPENDIENTE,Actividad independiente,Servicios,Comerciante,114,10383.58,INDEPENDIENTE,Cochabamba,INACTIVO
C00932,2026-05-15,INDEPENDIENTE,Actividad independiente,Comercio,Profesional independiente,129,9090.98,INDEPENDIENTE,Cochabamba,ACTIVO
C00933,2026-08-20,DEPENDIENTE,Empresa 800,Salud,Gerente,79,4803.4,PLAZO_FIJO,Potosi,ACTIVO
C00934,2026-01-28,DEPENDIENTE,Empresa 625,Servicios,Analista,15,11040.41,TEMPORAL,Sucre,ACTIVO
C00935,2026-05-30,DEPENDIENTE,Empresa 360,Comercio,Ingeniero,148,15098.78,TEMPORAL,Potosi,ACTIVO
C00936,2026-04-11,DEPENDIENTE,Empresa 963,Banca,Gerente,121,5283.06,TEMPORAL,La Paz,ACTIVO
C00937,2026-04-26,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,153,11551.18,INDEPENDIENTE,Potosi,ACTIVO
C00938,2026-07-11,JUBILADO,Sistema de Pensiones,Agricultura,Jubilado,57,3458.59,JUBILACION,Cochabamba,ACTIVO
C00939,2026-02-13,DEPENDIENTE,Empresa 113,Transporte,Supervisor,7,2590.63,TEMPORAL,Sucre,ACTIVO
C00940,2026-06-26,EMPRESARIO,Empresa PYME 469,Industria,Gerente,80,20462.48,PROPIETARIO,Potosi,ACTIVO
C00941,2026-09-06,DEPENDIENTE,Empresa 812,Educacion,Analista,51,4234.64,INDEFINIDO,Potosi,ACTIVO
C00942,2026-07-22,DEPENDIENTE,Empresa 978,Servicios,Comerciante,169,6247.59,INDEFINIDO,Santa Cruz,ACTIVO
C00943,2026-02-12,INDEPENDIENTE,Actividad independiente,Construccion,Comerciante,124,7773.49,INDEPENDIENTE,Oruro,ACTIVO
C00944,2026-05-30,JUBILADO,Sistema de Pensiones,Educacion,Jubilado,8,8046.62,JUBILACION,Santa Cruz,ACTIVO
C00945,2026-08-05,EMPRESARIO,Empresa PYME 745,Industria,Propietario,16,13346.25,PROPIETARIO,Sucre,ACTIVO
C00946,2026-05-12,INDEPENDIENTE,Actividad independiente,Agricultura,Consultor,12,8593.71,INDEPENDIENTE,Oruro,ACTIVO
C00947,2026-01-05,INDEPENDIENTE,Actividad independiente,Industria,Profesional independiente,62,11428.63,INDEPENDIENTE,Tarija,ACTIVO
C00948,2026-06-09,DEPENDIENTE,Empresa 606,Tecnologia,Supervisor,109,16281.68,TEMPORAL,Sucre,ACTIVO
C00949,2026-03-01,DEPENDIENTE,Empresa 548,Servicios,Ingeniero,188,5479.12,PLAZO_FIJO,Santa Cruz,ACTIVO
C00950,2026-07-02,INDEPENDIENTE,Actividad independiente,Industria,Profesional independiente,36,13539.67,INDEPENDIENTE,Sucre,ACTIVO
C00951,2026-06-09,INDEPENDIENTE,Actividad independiente,Educacion,Comerciante,206,8404.06,INDEPENDIENTE,Cochabamba,ACTIVO
C00952,2026-05-06,DEPENDIENTE,Empresa 720,Comercio,Gerente,36,5186.01,PLAZO_FIJO,Potosi,ACTIVO
C00953,2026-01-13,JUBILADO,Sistema de Pensiones,Banca,Jubilado,63,3624.14,JUBILACION,Cochabamba,ACTIVO
C00954,2026-07-26,DEPENDIENTE,Empresa 132,Comercio,Tecnico,47,15333.2,INDEFINIDO,Cochabamba,ACTIVO
C00955,2026-07-20,DEPENDIENTE,Empresa 448,Tecnologia,Contador,146,5973.48,INDEFINIDO,Potosi,ACTIVO
C00956,2026-05-12,EMPRESARIO,Empresa PYME 994,Agricultura,Gerente,232,8779.46,PROPIETARIO,Oruro,ACTIVO
C00957,2026-09-07,DEPENDIENTE,Empresa 213,Comercio,Especialista,207,9585.6,PLAZO_FIJO,Potosi,ACTIVO
C00958,2026-01-27,INDEPENDIENTE,Actividad independiente,Construccion,Profesional independiente,213,9530.91,INDEPENDIENTE,Oruro,ACTIVO
C00959,2026-07-15,DEPENDIENTE,Empresa 552,Servicios,Director,43,13789.41,PLAZO_FIJO,Sucre,ACTIVO
C00960,2026-08-06,DEPENDIENTE,Empresa 225,Educacion,Gerente,96,7686.42,TEMPORAL,Sucre,INACTIVO
C00961,2026-03-29,INDEPENDIENTE,Actividad independiente,Salud,Consultor,65,12935.17,INDEPENDIENTE,Tarija,ACTIVO
C00962,2026-03-04,DEPENDIENTE,Empresa 780,Construccion,Comerciante,196,8932.63,TEMPORAL,Potosi,ACTIVO
C00963,2026-08-18,DEPENDIENTE,Empresa 519,Transporte,Administrador,38,14927.41,INDEFINIDO,Potosi,ACTIVO
C00964,2026-07-03,INDEPENDIENTE,Actividad independiente,Servicios,Comerciante,116,4319.8,INDEPENDIENTE,La Paz,ACTIVO
C00965,2026-06-19,DEPENDIENTE,Empresa 137,Construccion,Especialista,114,3452.76,INDEFINIDO,Tarija,ACTIVO
C00966,2026-06-29,INDEPENDIENTE,Actividad independiente,Servicios,Profesional independiente,110,7525.04,INDEPENDIENTE,Potosi,ACTIVO
C00967,2026-06-06,INDEPENDIENTE,Actividad independiente,Construccion,Profesional independiente,5,12837.54,INDEPENDIENTE,Oruro,ACTIVO
C00968,2026-04-14,INDEPENDIENTE,Actividad independiente,Educacion,Profesional independiente,181,6815.63,INDEPENDIENTE,Cochabamba,ACTIVO
C00969,2026-05-19,DEPENDIENTE,Empresa 632,Salud,Gerente,188,13642.65,PLAZO_FIJO,Santa Cruz,ACTIVO
C00970,2026-01-08,DEPENDIENTE,Empresa 123,Servicios,Gerente,90,14234.22,TEMPORAL,Tarija,ACTIVO
C00971,2026-07-07,EMPRESARIO,Empresa PYME 213,Banca,Gerente,188,15568.65,PROPIETARIO,Potosi,ACTIVO
C00972,2026-08-29,INDEPENDIENTE,Actividad independiente,Comercio,Profesional independiente,34,3096.66,INDEPENDIENTE,Sucre,ACTIVO
C00973,2026-05-29,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,89,14786.88,INDEPENDIENTE,Oruro,ACTIVO
C00974,2026-07-20,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,92,6240.02,INDEPENDIENTE,Oruro,ACTIVO
C00975,2026-02-19,DEPENDIENTE,Empresa 696,Tecnologia,Tecnico,66,4131.02,TEMPORAL,Sucre,ACTIVO
C00976,2026-08-16,INDEPENDIENTE,Actividad independiente,Construccion,Consultor,23,3653.11,INDEPENDIENTE,Sucre,ACTIVO
C00977,2026-07-19,DEPENDIENTE,Empresa 631,Industria,Tecnico,137,8742.68,TEMPORAL,Potosi,ACTIVO
C00978,2026-09-07,DEPENDIENTE,Empresa 849,Industria,Vendedor,115,13179.78,PLAZO_FIJO,Potosi,ACTIVO
C00979,2026-08-09,DEPENDIENTE,Empresa 625,Servicios,Director,185,9594.55,PLAZO_FIJO,La Paz,ACTIVO
C00980,2026-08-24,DEPENDIENTE,Empresa 478,Comercio,Tecnico,194,4931.02,INDEFINIDO,Tarija,ACTIVO
C00981,2026-01-31,DEPENDIENTE,Empresa 256,Tecnologia,Tecnico,149,6988.65,PLAZO_FIJO,Cochabamba,INACTIVO
C00982,2026-05-31,DEPENDIENTE,Empresa 902,Industria,Gerente,10,14763.66,PLAZO_FIJO,La Paz,ACTIVO
C00983,2026-01-01,DEPENDIENTE,Empresa 600,Comercio,Director,58,5337.7,PLAZO_FIJO,Tarija,ACTIVO
C00984,2026-08-19,EMPRESARIO,Empresa PYME 563,Tecnologia,Gerente,126,19326.48,PROPIETARIO,Potosi,ACTIVO
C00985,2026-07-14,EMPRESARIO,Empresa PYME 571,Transporte,Gerente,198,8463.06,PROPIETARIO,Oruro,ACTIVO
C00986,2026-04-15,EMPRESARIO,Empresa PYME 738,Industria,Gerente,25,24995.29,PROPIETARIO,Santa Cruz,ACTIVO
C00987,2026-06-15,DEPENDIENTE,Empresa 384,Comercio,Director,174,16295.67,INDEFINIDO,Potosi,ACTIVO
C00988,2026-06-15,DEPENDIENTE,Empresa 674,Comercio,Contador,206,14459.72,TEMPORAL,Oruro,ACTIVO
C00989,2026-05-14,DEPENDIENTE,Empresa 683,Educacion,Analista,141,11441.26,TEMPORAL,Potosi,ACTIVO
C00990,2026-03-12,EMPRESARIO,Empresa PYME 119,Educacion,Propietario,171,28404.55,PROPIETARIO,Santa Cruz,ACTIVO
C00991,2026-04-13,EMPRESARIO,Empresa PYME 428,Agricultura,Gerente,24,25173.03,PROPIETARIO,La Paz,ACTIVO
C00992,2026-01-07,JUBILADO,Sistema de Pensiones,Servicios,Jubilado,114,3427.45,JUBILACION,Cochabamba,ACTIVO
C00993,2026-03-07,DEPENDIENTE,Empresa 287,Comercio,Gerente,141,5106.42,INDEFINIDO,Santa Cruz,ACTIVO
C00994,2026-01-07,DEPENDIENTE,Empresa 285,Banca,Ingeniero,18,12024.37,INDEFINIDO,Cochabamba,ACTIVO
C00995,2026-08-19,DEPENDIENTE,Empresa 947,Comercio,Administrador,231,7525.38,PLAZO_FIJO,La Paz,ACTIVO
C00996,2026-04-09,INDEPENDIENTE,Actividad independiente,Comercio,Profesional independiente,129,8857.77,INDEPENDIENTE,Cochabamba,ACTIVO
C00997,2026-03-01,DEPENDIENTE,Empresa 748,Banca,Administrador,19,10004.66,PLAZO_FIJO,Cochabamba,ACTIVO
C00998,2026-02-02,DEPENDIENTE,Empresa 904,Salud,Comerciante,66,14326.16,INDEFINIDO,Tarija,ACTIVO
C00999,2026-05-19,DEPENDIENTE,Empresa 482,Construccion,Gerente,131,5653.58,TEMPORAL,Potosi,ACTIVO
C01000,2026-04-29,JUBILADO,Sistema de Pensiones,Agricultura,Jubilado,13,2206.81,JUBILACION,Cochabamba,ACTIVO
